Datetime,Electricity:Facility(kWh),ElectricityProduced:Facility(),Gas:Facility(kBtu),DistrictCooling:Facility(),DistrictHeating:Facility(),District Cooling Chilled Water Rate(),District Cooling Mass Flow Rate(),District Cooling Inlet Temperature(),District Cooling Outlet Temperature(),District Heating Hot Water Rate(),District Heating Mass Flow Rate(),District Heating Inlet Temperature(),District Heating Outlet Temperature(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 1 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 2(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 2 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 1(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 2 THERMALZONE FULLSERVICERESTAURANT KITCHEN PEOPLE 1(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 3 THERMALZONE OFFICE WHOLEBUILDING - MD OFFICE PEOPLE 2(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 4 THERMALZONE OFFICE WHOLEBUILDING - MD OFFICE PEOPLE 1(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 1 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 2(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 2 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 1(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 2 THERMALZONE FULLSERVICERESTAURANT KITCHEN PEOPLE 1(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 3 THERMALZONE OFFICE WHOLEBUILDING - MD OFFICE PEOPLE 2(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 4 THERMALZONE OFFICE WHOLEBUILDING - MD OFFICE PEOPLE 1(),Net Electric Energy(kWh),Electricity:Facility Power(kW),ElectricityProduced:Facility Power(kW),Electricity:Facility Apparent Power(kW),ElectricityProduced:Facility Apparent Power(kW),Net Power(kW),Net Apparent Power(kW)
2019/11/25 06:00:00,1405.7155960125172,0,4043.272989134909,0,0,0,0,0,0,0,0,0,0,-0.30714281875328325,0.6216136846094429,0.6216136846094429,-1.4066499005900426,-1.4509889806775764,6.960649728446512,13.107365948298892,13.107365948298892,45.86654716105712,48.24647130062683,1405.7155960125172,1405.7155960125172,0.0,1561.9062177916858,0.0,1405.7155960125172,1561.9062177916858
2019/11/25 07:00:00,1386.682459922454,0,8168.308591607873,0,0,0,0,0,0,0,0,0,0,-0.13637835670241824,0.6111953509578165,0.6111953509578165,-1.3052827288438182,-1.3168657018457146,5.38532807296923,12.835319105534637,12.835319105534637,40.54047857511888,41.13912813221475,1386.682459922454,1386.682459922454,0.0,1540.7582888027266,0.0,1386.682459922454,1540.7582888027266
2019/11/25 08:00:00,2049.5333922353407,0,20754.728875278437,0,0,0,0,0,0,0,0,0,0,-0.05371515555244862,0.829475980632307,0.829475980632307,-1.425048575843374,-1.4368970074316363,5.059735253757651,19.514065707616112,19.514065707616112,46.851184860350344,47.48754097976436,2049.5333922353407,2049.5333922353407,0.0,2277.259324705934,0.0,2049.5333922353407,2277.259324705934
2019/11/25 09:00:00,2499.509987506824,0,17778.38753048146,0,0,0,0,0,0,0,0,0,0,-0.3922831061626567,-0.056929894769767175,-0.056929894769767175,-0.7768152588134906,-0.7852145980029789,8.205617447497033,5.067100339061852,5.067100339061852,17.71595671663674,17.994882406807733,2499.509987506824,2499.509987506824,0.0,2777.2333194520265,0.0,2499.509987506824,2777.2333194520265
2019/11/25 10:00:00,2757.905977609065,0,16361.221463246695,0,0,0,0,0,0,0,0,0,0,-0.40581818439783035,0.033127563258396026,0.033127563258396026,-0.7086872340391317,-0.7158464463691795,8.431998702614663,5.022718581874656,5.022718581874656,15.565032300355185,15.781687260479941,2757.905977609065,2757.905977609065,0.0,3064.339975121183,0.0,2757.905977609065,3064.339975121183
2019/11/25 11:00:00,3266.5368696800524,0,15824.37088799922,0,0,0,0,0,0,0,0,0,0,-0.4073124498961125,0.05862202943409385,0.05862202943409385,-0.6745757558598029,-0.6808601204188001,8.457471577441666,5.071149106581785,5.071149106581785,14.56312373836434,14.743926080515763,3266.5368696800524,3266.5368696800524,0.0,3629.485410755614,0.0,3266.5368696800524,3629.485410755614
2019/11/25 12:00:00,3632.6880674468125,0,14647.27009653088,0,0,0,0,0,0,0,0,0,0,-0.3948627496174541,0.08658891706099539,0.08658891706099539,-0.6431548886718741,-0.6488350664501471,8.248158950143662,5.155256966216442,5.155256966216442,13.684792340454266,13.840406531772771,3632.6880674468125,3632.6880674468125,0.0,4036.3200749409025,0.0,3632.6880674468125,4036.3200749409025
2019/11/25 13:00:00,3402.789287200125,0,13816.47099666266,0,0,0,0,0,0,0,0,0,0,-0.35800034981001394,0.21312602120623175,0.21312602120623175,-0.6245697315429578,-0.6295811339159797,7.667228272562127,5.9421418413962215,5.9421418413962215,13.185413013428814,13.318592872724224,3402.789287200125,3402.789287200125,0.0,3780.876985777916,0.0,3402.789287200125,3780.876985777916
2019/11/25 14:00:00,3494.1692689319007,0,12457.915493798942,0,0,0,0,0,0,0,0,0,0,-0.29109321268834687,0.28004574754158423,0.28004574754158423,-0.6084913143069768,-0.6136435688123538,6.760417987941821,6.628914523478514,6.628914523478514,12.765480406672026,12.898824346497847,3494.1692689319007,3494.1692689319007,0.0,3882.4102988132227,0.0,3494.1692689319007,3882.4102988132227
2019/11/25 15:00:00,3310.0211575720596,0,12832.483852552094,0,0,0,0,0,0,0,0,0,0,-0.33114670801017143,0.2582307520565089,0.2582307520565089,-0.5985393305472511,-0.6026287875355997,7.280464692234361,6.384352498476076,6.384352498476076,12.51117807687885,12.615155414708795,3310.0211575720596,3310.0211575720596,0.0,3677.801286191177,0.0,3310.0211575720596,3677.801286191177
