Datetime,Electricity:Facility(kWh),ElectricityProduced:Facility(),Gas:Facility(kBtu),DistrictCooling:Facility(),DistrictHeating:Facility(),District Cooling Chilled Water Rate(),District Cooling Mass Flow Rate(),District Cooling Inlet Temperature(),District Cooling Outlet Temperature(),District Heating Hot Water Rate(),District Heating Mass Flow Rate(),District Heating Inlet Temperature(),District Heating Outlet Temperature(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 1 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 1(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 1 THERMALZONE FULLSERVICERESTAURANT KITCHEN PEOPLE 1(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 1 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 1(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 1 THERMALZONE FULLSERVICERESTAURANT KITCHEN PEOPLE 1(),Net Electric Energy(kWh),Electricity:Facility Power(kW),ElectricityProduced:Facility Power(kW),Electricity:Facility Apparent Power(kW),ElectricityProduced:Facility Apparent Power(kW),Net Power(kW),Net Apparent Power(kW)
2019/04/09 09:00:00,3412.850629089266,0.0,13080.462231330905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5036790736712742,0.5036790736712742,10.302824232570202,10.302824232570202,3412.850629089266,3412.850629089266,0.0,3792.0562545436287,0.0,3412.850629089266,3792.0562545436287
2019/04/09 10:00:00,3896.327927779519,0.0,14939.649710813297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5256870177809632,0.5256870177809632,10.78043891804677,10.78043891804677,3896.327927779519,3896.327927779519,0.0,4329.2532530883545,0.0,3896.327927779519,4329.2532530883545
2019/04/09 11:00:00,4101.633043756616,0.0,14059.477660112934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5321401143110798,0.5321401143110798,10.924457437411746,10.924457437411746,4101.633043756616,4101.633043756616,0.0,4557.370048618462,0.0,4101.633043756616,4557.370048618462
2019/04/09 12:00:00,3817.349838918774,0.0,13061.391151902735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52588147083788,0.52588147083788,10.784752325058776,10.784752325058776,3817.349838918774,3817.349838918774,0.0,4241.49982102086,0.0,3817.349838918774,4241.49982102086
2019/04/09 13:00:00,3857.980954716347,0.0,12163.097747665073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5231045005327045,0.5231045005327045,10.723308084071817,10.723308084071817,3857.980954716347,3857.980954716347,0.0,4286.645505240384,0.0,3857.980954716347,4286.645505240384
2019/04/09 14:00:00,3629.0966339272536,0.0,12977.975451506984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5050957098957127,0.5050957098957127,10.332937186249666,10.332937186249666,3629.0966339272536,3629.0966339272536,0.0,4032.3295932525034,0.0,3629.0966339272536,4032.3295932525034
2019/04/09 15:00:00,3523.312568797971,0.0,13700.089418419402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497259720531624,0.497259720531624,10.167457190456517,10.167457190456517,3523.312568797971,3523.312568797971,0.0,3914.7917431088563,0.0,3523.312568797971,3914.7917431088563
2019/04/09 16:00:00,3792.087245536246,0.0,13975.643046506153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48522234828768646,0.48522234828768646,9.918419396764847,9.918419396764847,3792.087245536246,3792.087245536246,0.0,4213.430272818051,0.0,3792.087245536246,4213.430272818051
2019/04/09 17:00:00,3602.820354604972,0.0,13363.287975901552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5010747002265907,0.5010747002265907,10.247690266578616,10.247690266578616,3602.820354604972,3602.820354604972,0.0,4003.1337273388576,0.0,3602.820354604972,4003.1337273388576
2019/04/09 18:00:00,3091.6221081856247,0.0,12873.140518674181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5069097591988262,0.5069097591988262,10.371624486019783,10.371624486019783,3091.6221081856247,3091.6221081856247,0.0,3435.135675761805,0.0,3091.6221081856247,3435.135675761805
2019/04/09 19:00:00,3019.16961188925,0.0,12426.007554743494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4960979982169098,0.4960979982169098,10.143149829960393,10.143149829960393,3019.16961188925,3019.16961188925,0.0,3354.6329020991666,0.0,3019.16961188925,3354.6329020991666
2019/04/09 20:00:00,3175.4363130167762,0.0,11749.516490669641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4920681913713825,0.4920681913713825,10.059283773312913,10.059283773312913,3175.4363130167762,3175.4363130167762,0.0,3528.2625700186404,0.0,3175.4363130167762,3528.2625700186404
2019/04/09 21:00:00,2926.697883844591,0.0,12396.632193142943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47786545069079583,0.47786545069079583,9.769293965490675,9.769293965490675,2926.697883844591,2926.697883844591,0.0,3251.8865376051017,0.0,2926.697883844591,3251.8865376051017
2019/04/09 22:00:00,2073.891226976427,0.0,11072.450060134432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4136174220358956,0.4136174220358956,8.56600595888392,8.56600595888392,2073.891226976427,2073.891226976427,0.0,2304.323585529363,0.0,2073.891226976427,2304.323585529363
2019/04/09 23:00:00,1405.9113068996733,0.0,10158.456427199042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19770198549959278,0.19770198549959278,5.810490491832866,5.810490491832866,1405.9113068996733,1405.9113068996733,0.0,1562.1236743329703,0.0,1405.9113068996733,1562.1236743329703
2019/04/10 00:00:00,613.7812840783439,0.0,6832.021011290959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03466988831503221,-0.03466988831503221,5.024883367718687,5.024883367718687,613.7812840783439,613.7812840783439,0.0,681.9792045314932,0.0,613.7812840783439,681.9792045314932
2019/04/10 01:00:00,412.81592653480186,0.0,549.7166583137051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23305451284993334,0.23305451284993334,6.126994153831447,6.126994153831447,412.81592653480186,412.81592653480186,0.0,458.6843628164465,0.0,412.81592653480186,458.6843628164465
2019/04/10 02:00:00,471.0681343725446,0.0,670.6994458960296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256599227887041,0.256599227887041,6.366867283074058,6.366867283074058,471.0681343725446,471.0681343725446,0.0,523.4090381917161,0.0,471.0681343725446,523.4090381917161
2019/04/10 03:00:00,412.83343657527865,0.0,649.9300528332561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23601174114547857,0.23601174114547857,6.155843826966418,6.155843826966418,412.83343657527865,412.83343657527865,0.0,458.7038184169763,0.0,412.83343657527865,458.7038184169763
2019/04/10 04:00:00,622.452092770441,0.0,1126.44399828843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22366256847191643,0.22366256847191643,6.037802462659542,6.037802462659542,622.452092770441,622.452092770441,0.0,691.6134364116011,0.0,622.452092770441,691.6134364116011
2019/04/10 05:00:00,1063.327609330047,0.0,2682.7977835841184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28731650817824617,0.28731650817824617,6.714882484127827,6.714882484127827,1063.327609330047,1063.327609330047,0.0,1181.47512147783,0.0,1063.327609330047,1181.47512147783
2019/04/10 06:00:00,2399.2144489247,0.0,8936.8709800611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5064443245644628,0.5064443245644628,10.361684832222679,10.361684832222679,2399.2144489247,2399.2144489247,0.0,2665.793832138555,0.0,2399.2144489247,2665.793832138555
2019/04/10 07:00:00,2218.7729104078285,0.0,14673.02094370186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43370761352919507,0.43370761352919507,8.923207215087416,8.923207215087416,2218.7729104078285,2218.7729104078285,0.0,2465.303233786476,0.0,2218.7729104078285,2465.303233786476
2019/04/10 08:00:00,2663.942894838251,0.0,14928.021427847549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4023396425632359,0.4023396425632359,8.373069944581871,8.373069944581871,2663.942894838251,2663.942894838251,0.0,2959.9365498202787,0.0,2663.942894838251,2959.9365498202787
