Datetime,Electricity:Facility(kWh),ElectricityProduced:Facility(),Gas:Facility(kBtu),DistrictCooling:Facility(),DistrictHeating:Facility(),District Cooling Chilled Water Rate(),District Cooling Mass Flow Rate(),District Cooling Inlet Temperature(),District Cooling Outlet Temperature(),District Heating Hot Water Rate(),District Heating Mass Flow Rate(),District Heating Inlet Temperature(),District Heating Outlet Temperature(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 1 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 3(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 2 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 2(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 3 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 1(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 3 THERMALZONE FULLSERVICERESTAURANT KITCHEN PEOPLE 1(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 1 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 3(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 2 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 2(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 3 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 1(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 3 THERMALZONE FULLSERVICERESTAURANT KITCHEN PEOPLE 1(),Net Electric Energy(kWh),Electricity:Facility Power(kW),ElectricityProduced:Facility Power(kW),Electricity:Facility Apparent Power(kW),ElectricityProduced:Facility Apparent Power(kW),Net Power(kW),Net Apparent Power(kW)
2019/12/26 06:00:00,1973.4454640293864,0.0,9958.314312121685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4682403956556255,-0.4818271310183911,-0.8583394433590669,-0.8583394433590669,9.577717270313116,9.849307661918616,20.54904821572947,20.54904821572947,1973.4454640293864,1973.4454640293864,0.0,2192.7171822548735,0.0,1973.4454640293864,2192.7171822548735
2019/12/26 07:00:00,1839.8205203594532,0.0,11754.501028434122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3362799942840198,-0.3800383842670532,-0.6816277573218283,-0.6816277573218283,7.352028916367971,8.007564939831227,14.766128237499373,14.766128237499373,1839.8205203594532,1839.8205203594532,0.0,2044.2450226216145,0.0,1839.8205203594532,2044.2450226216145
2019/12/26 08:00:00,2683.8773919990376,0.0,36914.70396951666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21500210516855933,-0.26673790371295847,-0.5263558172929613,-0.5263558172929613,5.958834355204132,6.477339495685982,10.795281265127755,10.795281265127755,2683.8773919990376,2683.8773919990376,0.0,2982.0859911100415,0.0,2683.8773919990376,2982.0859911100415
2019/12/26 09:00:00,2976.137140689978,0.0,36531.2254565628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4643977603223432,-0.4406158381217729,-0.6606547815380359,-0.6606547815380359,9.502348860809732,9.050037420881395,14.168702698173448,14.168702698173448,2976.137140689978,2976.137140689978,0.0,3306.819045211086,0.0,2976.137140689978,3306.819045211086
2019/12/26 10:00:00,3285.5078616138903,0.0,35520.53202710794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5194040069503396,-0.4833725465377014,-0.6561790077688204,-0.6561790077688204,10.641948358258816,9.88070386571819,14.043674467416423,14.043674467416423,3285.5078616138903,3285.5078616138903,0.0,3650.5642906821004,0.0,3285.5078616138903,3650.5642906821004
2019/12/26 11:00:00,3849.282644690064,0.0,35472.282453105036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5210780890962725,-0.48815562990677747,-0.6083186161896915,-0.6083186161896915,10.67868162752336,9.97852872115918,12.761030814613633,12.761030814613633,3849.282644690064,3849.282644690064,0.0,4276.980716322294,0.0,3849.282644690064,4276.980716322294
2019/12/26 12:00:00,4094.503503235764,0.0,34689.97284374133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5099638234482595,-0.47796476858802356,-0.5626300326873821,-0.5626300326873821,10.437078346480618,9.771291606561533,11.629323652035097,11.629323652035097,4094.503503235764,4094.503503235764,0.0,4549.448336928626,0.0,4094.503503235764,4549.448336928626
2019/12/26 13:00:00,3711.8461935531573,0.0,31898.095660222745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4774178802052782,-0.4487106778340189,-0.5025371780715532,-0.5025371780715532,9.760296987493334,9.20126272225663,10.278614486819649,10.278614486819649,3711.8461935531573,3711.8461935531573,0.0,4124.273548392397,0.0,3711.8461935531573,4124.273548392397
2019/12/26 14:00:00,3745.1711328528827,0.0,30555.487597402833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43106535941430085,-0.42563473482403547,-0.4399679593632735,-0.4399679593632735,8.875239176118228,8.77759144016919,9.03805568899756,9.03805568899756,3745.1711328528827,3745.1711328528827,0.0,4161.301258725425,0.0,3745.1711328528827,4161.301258725425
2019/12/26 15:00:00,3449.185570898606,0.0,31461.925838811847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.439503855935204,-0.4210590201460711,-0.4408179255576902,-0.4408179255576902,9.029483747278505,8.69629806377597,9.05377847365692,9.05377847365692,3449.185570898606,3449.185570898606,0.0,3832.4284121095625,0.0,3449.185570898606,3832.4284121095625
2019/12/26 16:00:00,3324.089358066805,0.0,32020.26159683463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4772100168991952,-0.44909064292905104,-0.5281664439881772,-0.5281664439881772,9.756121496241022,9.208430344067864,10.83556081176333,10.83556081176333,3324.089358066805,3324.089358066805,0.0,3693.432620074228,0.0,3324.089358066805,3693.432620074228
2019/12/26 17:00:00,3685.3075938555417,0.0,32625.78649751191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5074125928896661,-0.4734610373900645,-0.5224727424990904,-0.5224727424990904,10.382373345274445,9.681133049372363,10.709376185278856,10.709376185278856,3685.3075938555417,3685.3075938555417,0.0,4094.7862153950464,0.0,3685.3075938555417,4094.7862153950464
2019/12/26 18:00:00,3860.227749885879,0.0,32596.803315308323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5057483566233204,-0.47164618612586573,-0.46453951440527125,-0.46453951440527125,10.34683946455209,9.645049417784136,9.505117886261488,9.505117886261488,3860.227749885879,3860.227749885879,0.0,4289.141944317643,0.0,3860.227749885879,4289.141944317643
2019/12/26 19:00:00,3748.4483443125782,0.0,30631.87127431058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4779343693663285,-0.44675871252957955,-0.4217352099685588,-0.4217352099685588,9.77068012340743,9.16453893556745,8.708254883887776,8.708254883887776,3748.4483443125782,3748.4483443125782,0.0,4164.942604791753,0.0,3748.4483443125782,4164.942604791753
