Datetime,Electricity:Facility(kWh),ElectricityProduced:Facility(),Gas:Facility(kBtu),DistrictCooling:Facility(),DistrictHeating:Facility(),District Cooling Chilled Water Rate(),District Cooling Mass Flow Rate(),District Cooling Inlet Temperature(),District Cooling Outlet Temperature(),District Heating Hot Water Rate(),District Heating Mass Flow Rate(),District Heating Inlet Temperature(),District Heating Outlet Temperature(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 1 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 3(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 2 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 2(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 3 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 1(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 3 THERMALZONE FULLSERVICERESTAURANT KITCHEN PEOPLE 1(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 1 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 3(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 2 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 2(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 3 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 1(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 3 THERMALZONE FULLSERVICERESTAURANT KITCHEN PEOPLE 1(),Net Electric Energy(kWh),Electricity:Facility Power(kW),ElectricityProduced:Facility Power(kW),Electricity:Facility Apparent Power(kW),ElectricityProduced:Facility Apparent Power(kW),Net Power(kW),Net Apparent Power(kW)
2019/06/26 19:00:00,1105.9287774936472,0,3610.2676521664494,0,0,0,0,0,0,0,0,0,0,0.09468445535379415,0.029659195484292196,0.6356727618561226,0.6356727618561226,5.1856573746631085,5.018210284194353,13.481947309600557,13.481947309600557,1105.9287774936472,1105.9287774936472,0.0,1228.8097527707191,0.0,1105.9287774936472,1228.8097527707191
2019/06/26 20:00:00,1087.2768242071384,0,3367.330646857587,0,0,0,0,0,0,0,0,0,0,0.09097447073872784,0.022815616877789175,0.5835557238733003,0.5835557238733003,5.1713880774397865,5.010775946347934,12.136410742617755,12.136410742617755,1087.2768242071384,1087.2768242071384,0.0,1208.0853602301538,0.0,1087.2768242071384,1208.0853602301538
2019/06/26 21:00:00,1062.5924078543683,0,3424.2851737727296,0,0,0,0,0,0,0,0,0,0,0.06909347322025548,-0.002512066322022032,0.5112598448099942,0.5112598448099942,5.098843421309482,5.000130630070444,10.464976211027917,10.464976211027917,1062.5924078543683,1062.5924078543683,0.0,1180.658230949298,0.0,1062.5924078543683,1180.658230949298
2019/06/26 22:00:00,828.3225722269007,0,3152.3496245238844,0,0,0,0,0,0,0,0,0,0,-0.08399677061420327,-0.09845952398941392,0.34881732105460567,0.34881732105460567,5.1460976076596125,5.200763319293728,7.531519254592794,7.531519254592794,828.3225722269007,828.3225722269007,0.0,920.3584135854452,0.0,828.3225722269007,920.3584135854452
2019/06/26 23:00:00,616.4564403516417,0,2907.9045933479,0,0,0,0,0,0,0,0,0,0,-0.14333057046591471,-0.143628852745531,0.08885425472631513,0.08885425472631513,5.425651793499782,5.427426870890386,5.163489784209887,5.163489784209887,616.4564403516417,616.4564403516417,0.0,684.951600390713,0.0,616.4564403516417,684.951600390713
2019/06/27 00:00:00,154.0862423585874,0,1892.0245337509382,0,0,0,0,0,0,0,0,0,0,-0.1762888210896285,-0.17323014296992043,-0.12969324431650991,-0.12969324431650991,5.644207275652661,5.62201792379318,5.348450004216389,5.348450004216389,154.0862423585874,154.0862423585874,0.0,171.206935953986,0.0,154.0862423585874,171.206935953986
2019/06/27 01:00:00,92.21752761074531,0,187.08573049511995,0,0,0,0,0,0,0,0,0,0,0.12324041705023005,0.13770710235757214,0.534918080885782,0.534918080885782,5.314616025860772,5.392879503629516,10.987010591500677,10.987010591500677,92.21752761074531,92.21752761074531,0.0,102.46391956749478,0.0,92.21752761074531,102.46391956749478
2019/06/27 02:00:00,110.62494222748727,0,211.49809533470733,0,0,0,0,0,0,0,0,0,0,0.1696793995243431,0.18589105250179866,0.7578541010710222,0.7578541010710222,5.596748418623193,5.716404455288853,17.097347651978993,17.097347651978993,110.62494222748727,110.62494222748727,0.0,122.91660247498585,0.0,110.62494222748727,122.91660247498585
2019/06/27 03:00:00,92.26125401716297,0,140.99873022313824,0,0,0,0,0,0,0,0,0,0,0.20282273905522205,0.2216750496353527,0.9002733562047405,0.9002733562047405,5.853094758013526,6.019401924946081,22.114103725218925,22.114103725218925,92.26125401716297,92.26125401716297,0.0,102.5125044635144,0.0,92.26125401716297,102.5125044635144
2019/06/27 04:00:00,156.87829245958204,0,352.4968255578455,0,0,0,0,0,0,0,0,0,0,0.21216957506707954,0.23383654946286628,0.9837453590977393,0.9837453590977393,5.933688558002856,6.134587732751257,25.44026742396929,25.44026742396929,156.87829245958204,156.87829245958204,0.0,174.30921384398005,0.0,156.87829245958204,174.30921384398005
